,Area,YearBuilt,Rooms,Location,Price,Floor
692,۱۲۷,۱۴۰۱,۳, پاتریس لومومبا,۱۴۷۰۰۰۰۰۰۰۰,۱ 
693,۱۵۰,۱۴۰۲,۳, کامرانیه,۳۲۰۰۰۰۰۰۰۰۰,۱ 
694,۱۲۸,۱۴۰۲,۳, شهرک غرب,۲۳۰۰۰۰۰۰۰۰۰,۵ 
695,۱۲۰,۱۳۸۳,۲, سعادت‌آباد,۱۶۸۰۰۰۰۰۰۰۰,۱
696,۹۰,1370,۲, چیذر,۱۰۸۰۰۰۰۰۰۰۰,۳ 
697,۷۷,۱۳۸۲,۲, جیحون,۴۹۵۰۰۰۰۰۰۰,۲
698,۱۱۲,۱۴۰۲,۲, هروی,۱۴۵۰۰۰۰۰۰۰۰,۸ 
699,۹۸۰,۱۴۰۲,۲, صادقیه,۱۳۷۵۰۰۰۰۰۰۰۰,۵ 
700,۱۳۸,۱۴۰۲,۳, چیتگر,۱۶۵۶۰۰۰۰۰۰,۱۲
701,۱۰۵,۱۳۹۳,۲, جنت‌آباد جنوبی,۱۰۶۰۰۰۰۰۰۰۰,۳ 
702,۷۸,۱۴۰۲,۲, وردآورد,۵۱۰۰۰۰۰۰۰۰,۴ 
703,۹۸,۱۳۸۴,۲, گیشا (کوی نصر),۱۱۰۰۰۰۰۰۰۰۰,۲
704,۸۵,۱۳۸۶,۲, صادقیه,۲۰۰۰۰۰۰۰۰۰,۳ 
705,۱۸۳,۱۳۹۹,۳, فرمانیه,۳۵۰۰۰۰۰۰۰۰۰,۳ 
706,۱۹۴,۱۴۰۲,۳, پاسداران,۲۱۹۲۲۰۰۰۰۰۰,۱۱ 
707,۱۳۱,۱۴۰۰,۲, شهرک امید,۱۶۳۰۰۰۰۰۰۰۰,۱۴
708,۹۳,۱۴۰۲,۲, چیتگر,۸۵۵۰۰۰۰۰۰۰,۱۷
709,۶۳,۱۳۹۲,۱, تهران‌سر,۴۸۰۰۰۰۰۰۰۰,۱ 
710,۳۰۰,۱۴۰۱,۳, ولنجک,۹۰۰۰۰۰۰۰۰۰۰,۱۱ 
711,۱۳۴,۱۳۸۸,۲, شهرک راه‌آهن,۱۱۵۰۰۰۰۰۰۰۰,۱ 
712,۲۰۰,۱۳۹۷,۳, الهیه,۳۶۰۰۰۰۰۰۰۰۰,۶ 
713,۹۰,۱۴۰۰,۲, زنجان,۶۷۰۰۰۰۰۰۰۰,۱ 
714,۱۴۱,۱۴۰۱,۳, سعادت‌آباد,۳۸۰۰۰۰۰۰۰۰۰,۳
715,۱۰۳,۱۴۰۲,۲, پاسداران,۱۲۷۷۲۰۰۰۰۰۰,۴
716,۱۱۰,۱۳۸۹,۲, نیاوران,۱۵۵۰۰۰۰۰۰۰۰,۱ 
717,۱۳۲,۱۳۹۵,۳, کوی فردوس,۱۲۹۵۰۰۰۰۰۰۰,۲
718,۱۰۶,۱۴۰۲,۲, هروی,۱۳۷۸۰۰۰۰۰۰۰,۶
719,۱۲۵,۱۳۹۷,۲, پونک,۱۲۸۰۰۰۰۰۰۰۰,۳ 
720,۱۲۸,۱۴۰۲,۲, دریاچه شهدای خلیج فارس,۳۲۰۰۰۰۵۰۰۰,۶ 
721,۱۰۶,۱۳۹۹,۲, جنت‌آباد مرکزی,۱۴۳۹۰۰۰۰۰۰۰,۶
722,۱۳۰,۱۴۰۱,۳, پاسداران,۱۴۶۵۰۰۰۰۰۰۰,۷
723,۹۴,۱۴۰۲,۲, وردآورد,۲۳۰۰۰۰۰۰۰۰,۸ 
724,۹۰,۱۳۹۴,۲, سلیمانی,۴۳۰۰۰۰۰۰۰۰,۲ 
725,۹۶,۱۴۰۱,۲, مبارک‌آباد بهشتی,۲۷۵۰۰۰۰۰۰۰,۲ 
726,۱۱۰,۱۴۰۱,۳, پاسداران,۱۲۷۰۰۰۰۰۰۰۰,۶
727,۱۶۷,۱۳۹۴,۳, بهجت‌آباد,۱۶۸۰۰۰۰۰۰۰۰,۴ 
728,۱۴۰,۱۳۸۲,۳, سعادت‌آباد,۱۹۰۰۰۰۰۰۰۰۰,۱ 
729,۱۱۰,۱۴۰۰,۲, پاسداران,۱۲۷۵۰۰۰۰۰۰۰,۳
730,۱۰۰,۱۴۰۲,۱, سرو آزاد,۳۳۵۰۰۰۰۰۰۰,۲۴ 
731,۵۵,۱۳۹۸,۱, شهرک تختی,۱۷۰۵۰۰۰۰۰۰,۲
732,۱۸۳,۱۴۰۲,۳, هروی,۲۰۶۷۹۰۰۰۰۰۰,۴
733,۱۳۰,۱۴۰۲,۳, چیتگر,۴۲۲۰۰۰۰۰۰۰,۲۰ 
734,۱۱۱,۱۳۹۷,۳, سعادت‌آباد,۲۴۰۰۰۰۰۰۰۰۰,۵
735,۸۸,۱۴۰۲,۲, دولاب,۵۵۴۴۰۰۰۰۰۰,۴
736,۱۵۷,۱۴۰۱,۳, سعادت‌آباد,۲۸۵۰۰۰۰۰۰۰۰,۱ 
737,۷۰,۱۳۸۸,۲, ارم,۶۸۰۰۰۰۰۰۰۰,۲ 
738,۱۲۰,۱۳۹۷,۳, ظفر,۱۸۰۰۰۰۰۰۰۰۰,۴ 
739,۱۰۰,۱۴۰۲,۲, وردآورد,۲۴۰۰۰۰۰۰۰۰,۱۱ 
740,۸۶,1370,۲, دولت‌آباد,۴۵۰۰۰۰۰۰۰۰,0
741,۵۸,۱۴۰۲,۲, تهران‌سر,۴۰۸۹۰۰۰۰۰۰,۳ 
742,۳۲۰,۱۴۰۲,۴, دروس,۹۰۰۰۰۰۰۰۰۰۰,۵ 
743,۱۰۵,۱۳۷۱,۲, قلهک,۱۵۰۰۰۰۰۰۰۰۰,0
744,۴۴,۱۳۹۵,۱, فلاح,۲۴۸۰۰۰۰۰۰۰,۳ 
745,۱۸۳,۱۴۰۲,۳, هروی,۲۰۶۷۹۰۰۰۰۰۰,۴
746,۶۸,۱۳۸۱,۲, المهدی,۶۲۵۰۰۰۰۰۰۰,۲ 
747,۵۱,۱۳۹۰,۱, امیریه,۲۲۰۰۰۰۰۰۰۰,۴ 
748,۱۰۶,۱۴۰۲,۲, هروی,۱۳۷۸۰۰۰۰۰۰۰,۶
749,۵۷,۱۳۸۷,۱, امیریه,۱۹۸۰۰۰۰۰۰۰,۳
750,۵۲,۱۳۸۰,۱, منیریه,۲۱۸۰۰۰۰۰۰۰,۳ 
751,۵۵,۱۳۸۴,۱, امیر بهادر,۲۷۲۰۰۰۰۰۰۰,۱ 
752,۵۷,۱۳۸۷,۱, امیریه,۲۳۵۰۰۰۰۰۰۰,۱ 
753,۵۲,۱۳۸۷,۱, منیریه,۲۶۹۰۰۰۰۰۰۰,۲ 
754,۵۳,۱۳۸۲,۱, امیر بهادر,۱۶۵۰۰۰۰۰۰۰,0
755,۲۰۰,۱۳۸۲,۳, قلهک,۲۶۶۰۰۰۰۰۰۰۰,۳ 
756,۶۵,۱۳۸۲,۲, مشیریه,۳۰۵۰۰۰۰۰۰۰,۱ 
757,۴۲,۱۳۹۲,۱, امیریه,۲۰۰۰۰۰۰۰۰۰,۱ 
